id_client,loan_date,loan_due_date,payment_date,income,culture,hectar,total_hectares_client,loan_amount,loan_amount_term,rating,score,total_debt,default_status,transaction_type
CLIENT_1006,2021-06-23,2021-12-20,2021-12-19,367656.51,2,136.58,854.94,341450.0,180,3,656,379815.92,0,historic
CLIENT_1006,2022-06-13,2023-06-08,2023-05-30,229831.42,4,126.66,854.94,443310.0,360,3,638,632451.58,0,historic
CLIENT_1006,2023-01-10,2023-07-09,2023-07-09,428023.19,6,72.48,854.94,108720.0,180,3,670,121602.06,0,historic
CLIENT_1006,2023-06-11,2023-12-08,2023-12-13,402113.12,4,59.23,854.94,207305.0,180,3,681,210894.55,1,historic
CLIENT_1006,2024-01-27,2025-01-21,2025-01-29,181731.91,6,291.41,854.94,437115.0,360,3,661,540423.89,1,historic
CLIENT_1006,2025-06-20,2026-06-15,2026-06-18,453262.82,2,96.17,854.94,240425.0,360,3,651,437452.34,1,historic
CLIENT_1006,2026-01-17,2026-07-16,2026-07-06,350939.8,5,280.68,854.94,505224.0,180,3,614,911169.97,0,historic
CLIENT_1006,2027-01-24,2028-01-19,2028-01-22,313166.67,6,74.17,854.94,111255.0,360,3,648,152559.89,1,historic
CLIENT_1006,2027-06-01,2028-05-26,2028-05-19,103564.03,3,248.7,854.94,497400.0,360,2,556,497400.0,0,historic
CLIENT_1006,2028-01-26,2029-01-20,2029-01-20,313122.88,5,415.41,854.94,747738.0,360,2,577,816701.27,0,historic
CLIENT_1006,2028-06-01,2029-05-27,2029-05-21,31392.12,1,323.95,854.94,971850.0,360,2,576,971850.0,0,historic
CLIENT_1006,2029-06-16,2029-12-13,2029-12-07,457414.41,4,284.72,854.94,996520.0,180,2,568,1354347.37,0,historic
CLIENT_1006,2030-01-23,2030-07-22,2030-07-12,296312.26,5,168.52,854.94,303336.0,180,3,605,420689.45,0,historic
CLIENT_1006,2031-06-13,2032-06-07,2032-06-07,36219.54,4,414.27,854.94,1449945.0,360,3,635,1449945.0,0,historic
CLIENT_1007,2023-01-25,2024-01-20,2024-01-23,11563.68,5,92.23,816.51,166014.0,360,3,636,166014.0,1,first
CLIENT_1007,2024-01-23,2025-01-17,2025-01-14,293190.26,6,61.88,816.51,92820.0,360,2,575,121069.07,0,historic
CLIENT_1007,2024-06-22,2024-12-19,2024-12-14,305595.35,4,160.05,816.51,560175.0,180,2,555,769756.31,0,historic
CLIENT_1007,2025-06-24,2026-06-19,2026-07-06,448715.69,1,376.57,816.51,1129710.0,360,2,555,1314078.05,1,historic
CLIENT_1007,2026-06-26,2027-06-21,2027-06-22,460643.46,4,184.63,816.51,646205.0,360,2,535,907652.37,1,historic
CLIENT_1007,2027-01-26,2028-01-21,2028-02-11,156683.77,6,210.43,816.51,315645.0,360,1,490,439118.95,1,historic
CLIENT_1007,2027-06-11,2028-06-05,2028-08-18,223027.49,2,360.89,816.51,902225.0,360,0,384,902225.0,1,historic
CLIENT_1008,2021-06-17,2021-12-14,2021-12-11,360687.64,4,361.29,846.81,1264515.0,180,5,767,1264515.0,0,first
CLIENT_1008,2022-06-26,2022-12-23,2022-12-13,280041.79,4,286.37,846.81,1002295.0,180,5,765,1002295.0,0,historic
CLIENT_1008,2023-06-28,2024-06-22,2024-06-23,458372.93,2,364.37,846.81,910925.0,360,5,771,1257296.89,1,historic
CLIENT_1008,2024-01-09,2024-07-07,2024-07-04,342760.44,6,373.55,846.81,560325.0,180,5,753,635483.85,0,historic
CLIENT_1008,2024-06-24,2024-12-21,2024-12-13,164993.46,3,409.06,846.81,818120.0,180,5,779,818120.0,0,historic
CLIENT_1008,2025-01-10,2025-07-09,2025-07-09,433729.36,6,400.05,846.81,600075.0,180,5,770,628007.43,0,historic
CLIENT_1008,2025-06-24,2026-06-19,2026-06-17,169333.97,2,225.5,846.81,563750.0,360,5,806,563750.0,0,historic
CLIENT_1008,2026-01-05,2026-07-04,2026-07-07,354227.14,5,105.75,846.81,190350.0,180,5,804,257491.54,1,historic
CLIENT_1008,2026-06-28,2026-12-25,2026-12-28,304824.89,3,164.17,846.81,328340.0,180,3,694,431226.32,1,historic
CLIENT_1008,2027-01-12,2027-07-11,2027-07-06,62293.37,6,72.63,846.81,108945.0,180,3,614,145983.44,0,historic
CLIENT_1008,2027-06-19,2027-12-16,2027-12-13,216643.52,4,161.99,846.81,566965.0,180,2,598,600269.78,0,historic
CLIENT_1009,2020-06-24,2021-06-19,2021-07-24,173444.79,3,70.86,253.7,141720.0,360,0,372,230361.49,1,first
CLIENT_1009,2021-01-16,2022-01-11,2022-01-13,401761.4,5,83.12,253.7,149616.0,360,0,336,259903.43,1,historic
CLIENT_1009,2021-06-20,2021-12-17,2022-01-29,417146.13,1,114.24,253.7,342720.0,180,0,289,649081.98,1,historic
CLIENT_1009,2022-01-15,2023-01-10,2023-03-06,29346.99,6,95.82,253.7,143730.0,360,0,200,143730.0,1,historic
CLIENT_1009,2022-06-11,2022-12-08,2023-04-01,406599.16,3,70.95,253.7,141900.0,180,0,200,152034.62,1,historic
CLIENT_1009,2023-01-19,2024-01-14,2024-02-03,331586.18,6,88.56,253.7,132840.0,360,0,200,195270.39,1,historic
CLIENT_1009,2023-06-28,2024-06-22,2024-07-21,140659.54,2,46.51,253.7,116275.0,360,0,200,212028.79,1,historic
CLIENT_1009,2024-01-17,2024-07-15,2024-09-05,389012.0,5,71.89,253.7,129402.0,180,0,200,183866.12,1,historic
CLIENT_1009,2025-01-02,2025-07-01,2025-07-27,483237.59,6,64.61,253.7,96915.0,180,0,200,139048.1,1,historic
CLIENT_1009,2025-06-02,2026-05-28,2026-09-20,442445.46,1,124.02,253.7,372060.0,360,0,200,440474.36,1,historic
CLIENT_1009,2026-01-18,2026-07-17,2026-10-01,414980.14,6,41.22,253.7,61830.0,180,0,200,92077.26,1,historic
CLIENT_1009,2026-06-24,2027-06-19,2027-08-15,375925.6,2,78.74,253.7,196850.0,360,0,200,310292.94,1,historic
CLIENT_1010,2021-06-07,2021-12-04,2021-11-30,308107.71,4,117.39,702.63,410865.0,180,0,363,721050.98,0,first
CLIENT_1010,2022-01-28,2022-07-27,2022-10-28,299261.14,6,315.36,702.63,473040.0,180,0,369,892317.89,1,historic
CLIENT_1010,2022-06-08,2023-06-03,2023-08-29,266642.21,1,176.44,702.63,529320.0,360,0,277,649230.47,1,historic
CLIENT_1010,2023-06-07,2023-12-04,2024-01-14,102950.71,2,126.67,702.63,316675.0,180,0,200,316675.0,1,historic
CLIENT_1010,2024-06-10,2024-12-07,2025-03-10,373031.98,1,140.18,702.63,420540.0,180,0,200,551990.75,1,historic
CLIENT_1010,2025-01-09,2026-01-04,2026-03-19,302007.38,5,150.49,702.63,270882.0,360,0,200,407235.77,1,historic
CLIENT_1010,2026-01-19,2027-01-14,2027-05-03,245625.81,6,105.89,702.63,158835.0,360,0,200,312710.49,1,historic
CLIENT_1010,2026-06-05,2027-05-31,2027-07-20,208246.54,3,312.12,702.63,624240.0,360,0,200,624546.62,1,historic
CLIENT_1010,2027-06-18,2028-06-12,2028-07-10,399877.98,3,247.8,702.63,495600.0,360,0,200,809324.42,1,historic
CLIENT_1010,2028-01-22,2028-07-20,2028-09-19,239781.21,6,75.84,702.63,113760.0,180,0,200,213918.95,1,historic
CLIENT_1010,2029-01-10,2030-01-05,2030-04-04,80507.79,5,46.71,702.63,84078.0,360,0,200,140452.12,1,historic
CLIENT_1010,2029-06-10,2030-06-05,2030-08-15,469910.21,2,252.83,702.63,632075.0,360,0,200,1148619.84,1,historic
CLIENT_1011,2020-01-04,2020-07-02,2020-06-28,109132.09,5,412.47,835.95,742446.0,180,2,567,742446.0,0,first
CLIENT_1011,2020-06-14,2020-12-11,2020-12-06,492844.45,4,187.5,835.95,656250.0,180,2,591,1216167.88,0,historic
CLIENT_1011,2021-01-09,2022-01-04,2022-01-03,151618.2,5,196.45,835.95,353610.0,360,3,612,385796.27,0,historic
CLIENT_1011,2021-06-09,2021-12-06,2021-11-26,67148.87,2,41.94,835.95,104850.0,180,3,612,148463.69,0,historic
CLIENT_1011,2022-06-01,2022-11-28,2022-12-01,141329.41,2,313.72,835.95,784300.0,180,3,649,784300.0,1,historic
CLIENT_1011,2023-01-25,2023-07-24,2023-07-24,87177.55,5,383.57,835.95,690426.0,180,2,557,690426.0,0,historic
CLIENT_1011,2024-01-05,2024-07-03,2024-06-30,408196.33,5,152.72,835.95,274896.0,180,2,556,473234.13,0,historic
CLIENT_1011,2024-06-23,2024-12-20,2025-01-19,243537.17,4,363.94,835.95,1273790.0,180,2,566,1273790.0,1,historic
CLIENT_1011,2025-06-16,2025-12-13,2026-01-24,466468.35,1,329.57,835.95,988710.0,180,1,452,1336515.05,1,historic
CLIENT_1011,2026-06-24,2027-06-19,2027-06-16,397342.51,4,266.62,835.95,933170.0,360,1,421,1074623.83,0,historic
CLIENT_1011,2027-01-03,2027-07-02,2027-06-22,352549.98,6,151.78,835.95,227670.0,180,1,449,406421.07,0,historic
CLIENT_1011,2027-06-21,2028-06-15,2028-06-10,186088.3,3,321.79,835.95,643580.0,360,1,479,643580.0,0,historic
CLIENT_1011,2028-01-15,2028-07-13,2028-07-26,489752.49,6,136.06,835.95,204090.0,180,2,505,271153.3,1,historic
CLIENT_1011,2028-06-16,2028-12-13,2029-02-08,57983.1,3,366.05,835.95,732100.0,180,1,457,732100.0,1,historic
CLIENT_1011,2029-01-14,2030-01-09,2030-04-23,156346.07,5,163.0,835.95,293400.0,360,0,391,322148.59,1,historic
CLIENT_1011,2029-06-03,2030-05-29,2030-09-15,147029.38,1,97.16,835.95,291480.0,360,0,357,421705.05,1,historic
CLIENT_1012,2023-06-02,2024-05-27,2024-05-19,482585.27,2,267.69,554.85,669225.0,360,2,598,1187274.35,0,first
CLIENT_1012,2024-01-10,2025-01-04,2025-01-26,185959.76,6,106.64,554.85,159960.0,360,2,578,311562.88,1,historic
CLIENT_1012,2024-06-07,2024-12-04,2025-01-26,121882.46,1,188.31,554.85,564930.0,180,1,487,564930.0,1,historic
CLIENT_1012,2024-06-14,2024-12-11,2025-02-06,445024.78,3,156.92,554.85,313840.0,180,1,426,383561.05,1,historic
CLIENT_1012,2025-06-10,2026-06-05,2026-08-24,400524.45,1,139.96,554.85,419880.0,360,0,314,797140.25,1,historic
CLIENT_1012,2026-01-01,2026-06-30,2026-09-06,416905.01,6,234.14,554.85,351210.0,180,0,255,531581.65,1,historic
CLIENT_1013,2020-01-18,2021-01-12,2021-01-12,251844.07,5,81.57,546.44,146826.0,360,3,698,230317.12,0,first
CLIENT_1013,2020-06-23,2020-12-20,2020-12-21,444154.64,2,157.65,546.44,394125.0,180,3,691,647745.89,1,historic
CLIENT_1013,2021-06-10,2022-06-05,2022-06-07,147057.07,2,160.31,546.44,400775.0,360,3,641,431134.97,1,historic
CLIENT_1013,2022-01-09,2023-01-04,2023-01-04,73409.82,6,86.84,546.44,130260.0,360,3,606,217929.5,0,historic
CLIENT_1013,2022-06-18,2022-12-15,2022-12-11,75728.5,4,207.72,546.44,727020.0,180,3,615,727020.0,0,historic
CLIENT_1013,2023-06-06,2023-12-03,2023-11-30,88467.82,1,67.79,546.44,203370.0,180,3,638,237741.86,0,historic
CLIENT_1013,2024-01-04,2024-12-29,2024-12-25,145508.6,5,186.87,546.44,336366.0,360,3,665,354483.21,0,historic
CLIENT_1013,2024-06-03,2025-05-29,2025-06-11,134150.67,2,194.33,546.44,485825.0,360,3,655,485825.0,1,historic
CLIENT_1013,2025-01-18,2025-07-17,2025-07-10,163228.61,5,127.62,546.44,229716.0,180,3,613,302998.16,0,historic
CLIENT_1013,2026-01-28,2026-07-27,2026-07-19,454542.37,6,43.75,546.44,65625.0,180,3,618,128553.37,0,historic
CLIENT_1013,2027-01-09,2027-07-08,2027-07-12,42922.02,6,81.74,546.44,122610.0,180,3,652,126214.25,1,historic
CLIENT_1014,2022-06-17,2022-12-14,2023-02-05,127268.82,1,185.6,993.44,556800.0,180,1,406,556800.0,1,first
CLIENT_1014,2023-06-25,2023-12-22,2024-02-01,482176.22,2,192.97,993.44,482425.0,180,0,393,650881.43,1,historic
CLIENT_1014,2024-06-24,2025-06-19,2025-08-23,36168.97,2,174.62,993.44,436550.0,360,0,296,436550.0,1,historic
CLIENT_1014,2025-01-21,2025-07-20,2025-08-19,257758.85,6,160.34,993.44,240510.0,180,0,265,314866.82,1,historic
CLIENT_1014,2026-01-19,2027-01-14,2027-02-28,297589.6,6,255.16,993.44,382740.0,360,0,200,760479.2,1,historic
CLIENT_1014,2026-06-01,2027-05-27,2027-07-23,324561.21,1,397.63,993.44,1192890.0,360,0,200,1192890.0,1,historic
CLIENT_1014,2027-06-15,2028-06-09,2028-09-18,109907.84,2,119.07,993.44,297675.0,360,0,200,324878.09,1,historic
CLIENT_1014,2028-01-22,2029-01-16,2029-02-08,314354.2,5,490.95,993.44,883710.0,360,0,200,903169.07,1,historic
CLIENT_1014,2028-06-14,2029-06-09,2029-07-21,19489.02,2,386.93,993.44,967325.0,360,0,200,967325.0,1,historic
CLIENT_1015,2021-01-01,2021-06-30,2021-06-25,308451.93,6,130.8,703.43,196200.0,180,5,812,383481.49,0,first
CLIENT_1015,2021-06-02,2022-05-28,2022-05-20,423658.47,4,212.2,703.43,742700.0,360,5,829,1204989.44,0,historic
CLIENT_1015,2022-06-27,2023-06-22,2023-06-17,104732.87,1,102.78,703.43,308340.0,360,5,842,313677.73,0,historic
CLIENT_1015,2023-01-11,2024-01-06,2023-12-31,237459.75,6,160.53,703.43,240795.0,360,5,850,425502.36,0,historic
CLIENT_1015,2023-06-28,2023-12-25,2023-12-15,301872.53,4,139.01,703.43,486535.0,180,5,834,679555.22,0,historic
CLIENT_1015,2024-01-14,2024-07-12,2024-07-10,168950.0,5,231.8,703.43,417240.0,180,5,834,439212.36,0,historic
CLIENT_1015,2024-06-20,2025-06-15,2025-06-05,290673.36,4,330.09,703.43,1155315.0,360,5,819,1155315.0,0,historic
CLIENT_1015,2025-01-23,2026-01-18,2026-01-11,345755.31,5,226.28,703.43,407304.0,360,5,849,666022.76,0,historic
CLIENT_1015,2025-06-20,2025-12-17,2025-12-19,453479.12,3,232.29,703.43,464580.0,180,5,850,720673.02,1,historic
CLIENT_1015,2026-06-18,2027-06-13,2027-06-15,269101.45,1,128.47,703.43,385410.0,360,5,773,604235.49,1,historic
CLIENT_1015,2027-01-16,2028-01-11,2028-01-07,89028.04,5,156.58,703.43,281844.0,360,4,744,281844.0,0,historic
CLIENT_1015,2028-01-24,2028-07-22,2028-07-15,472572.3,6,205.89,703.43,308835.0,180,5,768,347844.67,0,historic
CLIENT_1015,2029-01-13,2030-01-08,2030-01-06,409888.43,5,291.07,703.43,523926.0,360,5,774,545190.9,0,historic
CLIENT_1016,2021-06-28,2021-12-25,2022-01-04,222248.14,4,52.34,202.92,183190.0,180,2,551,278748.18,1,first
CLIENT_1016,2022-01-13,2023-01-08,2023-01-21,207404.26,6,37.44,202.92,56160.0,360,1,496,100966.94,1,historic
CLIENT_1016,2022-06-07,2022-12-04,2023-01-30,306827.73,4,41.75,202.92,146125.0,180,1,423,192360.64,1,historic
CLIENT_1016,2023-06-26,2023-12-23,2024-04-11,193667.92,4,39.72,202.92,139020.0,180,0,386,262149.97,1,historic
CLIENT_1016,2024-06-03,2025-05-29,2025-07-29,154774.64,1,30.92,202.92,92760.0,360,0,369,146295.08,1,historic
CLIENT_1016,2025-06-17,2026-06-12,2026-08-31,144789.46,1,72.09,202.92,216270.0,360,0,278,343584.68,1,historic
CLIENT_1016,2026-06-15,2026-12-12,2027-03-18,105378.51,4,55.96,202.92,195860.0,180,0,200,310336.92,1,historic
CLIENT_1016,2027-01-01,2027-12-27,2028-02-29,293751.31,5,44.12,202.92,79416.0,360,0,200,154477.18,1,historic
CLIENT_1016,2027-06-07,2027-12-04,2028-01-19,51040.56,1,81.73,202.92,245190.0,180,0,200,245190.0,1,historic
CLIENT_1016,2028-06-07,2029-06-02,2029-07-28,383442.46,4,97.58,202.92,341530.0,360,0,200,523353.48,1,historic
CLIENT_1016,2029-01-18,2030-01-13,2030-03-26,33000.13,6,38.81,202.92,58215.0,360,0,200,60728.49,1,historic
CLIENT_1016,2029-06-06,2029-12-03,2030-03-22,153075.77,1,17.35,202.92,52050.0,180,0,200,95612.4,1,historic
CLIENT_1016,2030-06-05,2031-05-31,2031-09-24,355610.06,4,87.48,202.92,306180.0,360,0,200,502663.95,1,historic
CLIENT_1017,2020-06-01,2020-11-28,2021-02-13,236179.61,4,59.97,222.35,209895.0,180,0,394,294374.46,1,first
CLIENT_1017,2021-01-28,2021-07-27,2021-09-13,388380.07,6,82.01,222.35,123015.0,180,0,322,177404.4,1,historic
CLIENT_1017,2021-06-12,2022-06-07,2022-09-04,181630.04,1,79.9,222.35,239700.0,360,0,209,248763.83,1,historic
CLIENT_1017,2022-06-16,2023-06-11,2023-10-02,276575.37,2,15.21,222.35,38025.0,360,0,200,63043.97,1,historic
CLIENT_1017,2023-01-08,2024-01-03,2024-03-29,118180.14,5,75.92,222.35,136656.0,360,0,200,184730.62,1,historic
CLIENT_1017,2023-06-27,2024-06-21,2024-09-06,322094.54,4,92.41,222.35,323435.0,360,0,200,376467.88,1,historic
CLIENT_1017,2024-01-18,2025-01-12,2025-03-18,317254.05,6,65.63,222.35,98445.0,360,0,200,156834.77,1,historic
CLIENT_1017,2025-01-27,2025-07-26,2025-10-05,49774.61,6,86.64,222.35,129960.0,180,0,200,138523.64,1,historic
CLIENT_1017,2026-01-12,2026-07-11,2026-08-06,420726.96,5,41.03,222.35,73854.0,180,0,200,144658.13,1,historic
CLIENT_1017,2026-06-13,2026-12-10,2027-02-25,312750.58,4,85.83,222.35,300405.0,180,0,200,407119.44,1,historic
CLIENT_1017,2027-01-14,2027-07-13,2027-10-05,351126.81,6,104.44,222.35,156660.0,180,0,200,158522.39,1,historic
CLIENT_1017,2027-06-02,2027-11-29,2028-02-03,266097.64,3,57.39,222.35,114780.0,180,0,200,152822.25,1,historic
CLIENT_1017,2028-06-02,2028-11-29,2029-01-21,357649.93,4,97.66,222.35,341810.0,180,0,200,385293.03,1,historic
CLIENT_1017,2029-01-07,2030-01-02,2030-01-25,144757.53,5,72.85,222.35,131130.0,360,0,200,132555.33,1,historic
CLIENT_1018,2021-06-27,2021-12-24,2021-12-21,27903.9,4,45.71,344.85,159985.0,180,4,708,159985.0,0,first
CLIENT_1018,2022-06-09,2023-06-04,2023-05-26,207442.04,4,71.8,344.85,251300.0,360,4,741,337637.07,0,historic
CLIENT_1018,2023-06-14,2023-12-11,2023-12-14,218893.3,1,111.68,344.85,335040.0,180,5,769,540413.35,1,historic
CLIENT_1018,2024-01-04,2024-07-02,2024-07-04,146796.61,6,158.64,344.85,237960.0,180,4,720,381183.4,1,historic
CLIENT_1018,2024-06-15,2025-06-10,2025-06-02,177071.76,1,41.08,344.85,123240.0,360,3,617,157950.17,0,historic
CLIENT_1018,2025-06-18,2025-12-15,2025-12-13,208345.47,2,101.86,344.85,254650.0,180,3,625,261699.01,0,historic
CLIENT_1018,2026-01-12,2027-01-07,2027-01-08,470863.84,5,48.7,344.85,87660.0,360,3,627,165020.94,1,historic
CLIENT_1018,2026-06-05,2027-05-31,2027-05-23,260897.87,2,112.24,344.85,280600.0,360,2,572,355093.74,0,historic
CLIENT_1018,2027-06-25,2027-12-22,2027-12-15,452797.87,1,162.73,344.85,488190.0,180,2,585,880896.84,0,historic
CLIENT_1018,2028-01-24,2029-01-18,2029-01-14,200418.77,6,97.25,344.85,145875.0,360,3,602,177197.22,0,historic
